booking_id,hotel_id,room_id,booking_date,check_in,check_out,status,total_amount
11516,2,201,2024-06-26,2024-07-03,2024-07-07,confirmed,619.59
11517,8,801,2024-06-02,2024-07-22,2024-07-29,confirmed,1516.93
11518,7,701,2024-05-08,2024-08-08,2024-08-10,cancelled,953.15
11519,5,501,2024-06-01,2024-08-18,2024-08-22,confirmed,344.76
11520,10,1001,2024-05-15,2024-07-21,2024-07-22,cancelled,1226.3
11521,4,401,2024-06-04,2024-07-25,2024-07-27,cancelled,669.69
11522,4,401,2024-06-28,2024-08-12,2024-08-16,cancelled,1194.52
11523,8,801,2024-05-06,2024-07-11,2024-07-17,confirmed,1167.49
11524,8,801,2024-05-12,2024-08-15,2024-08-18,confirmed,301.67
11525,3,302,2024-05-26,2024-07-06,2024-07-08,cancelled,1016.54
11526,4,401,2024-05-13,2024-07-04,2024-07-09,confirmed,1373.46
11527,4,401,2024-05-29,2024-07-02,2024-07-03,confirmed,999.48
11528,8,801,2024-06-29,2024-07-18,2024-07-25,confirmed,1508.77
11529,1,102,2024-05-08,2024-08-07,2024-08-11,confirmed,1002.36
11530,3,302,2024-06-10,2024-07-26,2024-07-31,confirmed,1563.98
11531,3,301,2024-06-29,2024-07-22,2024-07-26,confirmed,131.14
11532,1,101,2024-05-28,2024-07-21,2024-07-25,confirmed,286.04
11533,2,201,2024-06-24,2024-08-04,2024-08-06,confirmed,402.36
11534,7,701,2024-05-12,2024-07-06,2024-07-08,confirmed,786.44
11535,1,101,2024-06-20,2024-07-04,2024-07-09,cancelled,400.29
11536,1,101,2024-05-16,2024-07-04,2024-07-07,confirmed,637.27
11537,7,701,2024-06-04,2024-07-21,2024-07-24,confirmed,1505.44
11538,6,601,2024-06-23,2024-07-04,2024-07-06,confirmed,1110.88
11539,9,901,2024-06-15,2024-08-01,2024-08-06,cancelled,748.43
11540,3,302,2024-06-23,2024-07-18,2024-07-19,confirmed,1035.84
11541,5,501,2024-06-26,2024-07-31,2024-08-01,confirmed,489.7
11542,1,101,2024-05-05,2024-07-02,2024-07-05,confirmed,1092.36
11543,4,401,2024-06-24,2024-07-16,2024-07-23,confirmed,1432.72
11544,10,1001,2024-06-11,2024-08-06,2024-08-10,confirmed,1537.14
11545,4,401,2024-05-29,2024-07-14,2024-07-21,cancelled,728.35
11546,5,501,2024-06-20,2024-08-20,2024-08-22,confirmed,814.62
11547,9,901,2024-05-03,2024-08-05,2024-08-09,confirmed,1479.62
11548,3,302,2024-05-08,2024-08-09,2024-08-12,confirmed,376.22
11549,3,302,2024-06-27,2024-07-31,2024-08-03,confirmed,1525.52
11550,1,102,2024-06-06,2024-07-23,2024-07-30,confirmed,1090.62
11551,3,302,2024-05-29,2024-07-19,2024-07-20,confirmed,1003.29
11552,5,501,2024-06-26,2024-07-20,2024-07-21,confirmed,300.29
11553,5,501,2024-06-22,2024-08-16,2024-08-21,cancelled,1591.86
11554,5,501,2024-06-17,2024-08-09,2024-08-14,cancelled,634.3
11555,9,901,2024-05-18,2024-07-22,2024-07-28,confirmed,1377.11
11556,1,102,2024-06-02,2024-07-18,2024-07-20,confirmed,640.0
11557,4,401,2024-06-17,2024-07-30,2024-08-04,confirmed,1652.97
11558,10,1001,2024-06-22,2024-08-11,2024-08-12,confirmed,97.32
11559,5,501,2024-06-30,2024-08-13,2024-08-15,confirmed,1620.91
11560,3,301,2024-05-16,2024-08-01,2024-08-08,confirmed,228.76
11561,3,301,2024-05-05,2024-08-11,2024-08-17,confirmed,142.92
11562,7,701,2024-05-08,2024-08-12,2024-08-16,confirmed,693.62
11563,1,102,2024-05-09,2024-07-25,2024-08-01,confirmed,751.34
11564,5,501,2024-05-08,2024-08-19,2024-08-26,confirmed,104.42
11565,7,701,2024-06-01,2024-07-24,2024-07-26,confirmed,468.8
11566,2,201,2024-06-29,2024-08-18,2024-08-21,confirmed,1302.73
11567,6,601,2024-06-18,2024-07-06,2024-07-13,confirmed,608.44
11568,10,1001,2024-05-16,2024-07-15,2024-07-17,cancelled,1744.08
11569,10,1001,2024-06-28,2024-07-18,2024-07-22,cancelled,1298.92
11570,3,302,2024-06-17,2024-07-01,2024-07-03,cancelled,1181.73
11571,10,1001,2024-06-23,2024-07-18,2024-07-23,confirmed,381.52
11572,7,701,2024-06-18,2024-08-12,2024-08-18,confirmed,1256.88
11573,7,701,2024-05-25,2024-07-12,2024-07-13,confirmed,1365.61
11574,8,801,2024-06-22,2024-07-17,2024-07-22,cancelled,1596.52
11575,8,801,2024-05-15,2024-08-20,2024-08-23,confirmed,1249.34
11576,5,501,2024-05-17,2024-08-13,2024-08-18,confirmed,1253.96
11577,5,501,2024-05-05,2024-07-30,2024-07-31,cancelled,1186.05
11578,8,801,2024-05-20,2024-07-04,2024-07-11,cancelled,829.66
11579,6,601,2024-06-04,2024-07-18,2024-07-19,confirmed,887.86
11580,2,201,2024-06-07,2024-08-03,2024-08-10,confirmed,1323.29
11581,2,201,2024-06-27,2024-07-18,2024-07-22,confirmed,630.77
11582,8,801,2024-06-05,2024-07-13,2024-07-16,confirmed,1067.81
11583,10,1001,2024-06-29,2024-08-17,2024-08-19,cancelled,814.73
11584,3,302,2024-06-26,2024-07-16,2024-07-18,confirmed,621.48
11585,5,501,2024-05-21,2024-08-10,2024-08-11,confirmed,828.63
11586,1,101,2024-06-29,2024-08-07,2024-08-14,confirmed,661.66
11587,2,201,2024-06-14,2024-07-16,2024-07-17,confirmed,1729.55
11588,2,201,2024-05-08,2024-07-04,2024-07-11,confirmed,1447.93
11589,9,901,2024-06-26,2024-08-19,2024-08-24,confirmed,1396.61
11590,2,201,2024-05-21,2024-07-29,2024-08-03,confirmed,1756.44
11591,8,801,2024-05-03,2024-07-03,2024-07-07,confirmed,1539.55
11592,1,102,2024-06-26,2024-08-20,2024-08-22,confirmed,1462.08
11593,9,901,2024-06-27,2024-07-20,2024-07-25,confirmed,202.5
11594,2,201,2024-05-18,2024-07-04,2024-07-09,confirmed,1543.38
11595,10,1001,2024-06-05,2024-07-07,2024-07-12,cancelled,488.62
11596,9,901,2024-05-23,2024-08-20,2024-08-26,confirmed,865.33
11597,4,401,2024-06-01,2024-08-20,2024-08-24,cancelled,1148.88
11598,8,801,2024-06-09,2024-08-11,2024-08-17,cancelled,866.47
11599,5,501,2024-06-09,2024-08-07,2024-08-09,confirmed,111.01
11600,10,1001,2024-05-16,2024-07-05,2024-07-10,cancelled,421.08
11601,2,201,2024-05-25,2024-07-09,2024-07-15,confirmed,697.72
11602,2,201,2024-05-31,2024-08-16,2024-08-21,confirmed,505.79
11603,1,101,2024-05-10,2024-07-03,2024-07-04,confirmed,1089.53
11604,10,1001,2024-05-29,2024-08-11,2024-08-18,confirmed,1088.07
11605,2,201,2024-05-27,2024-08-19,2024-08-21,confirmed,617.83
11606,7,701,2024-06-09,2024-07-19,2024-07-22,cancelled,975.23
11607,1,101,2024-05-19,2024-08-13,2024-08-15,confirmed,957.15
11608,1,102,2024-05-08,2024-08-05,2024-08-12,confirmed,677.93
11609,5,501,2024-06-18,2024-08-10,2024-08-12,cancelled,674.05
11610,9,901,2024-05-19,2024-07-31,2024-08-06,confirmed,889.26
11611,3,302,2024-05-17,2024-07-22,2024-07-29,confirmed,1736.84
11612,3,302,2024-05-22,2024-07-20,2024-07-24,confirmed,269.29
11613,10,1001,2024-05-05,2024-08-20,2024-08-21,confirmed,1663.12
11614,1,102,2024-05-21,2024-07-15,2024-07-21,confirmed,1156.9
11615,2,201,2024-06-15,2024-07-31,2024-08-06,cancelled,1483.06
11616,7,701,2024-05-10,2024-08-17,2024-08-21,confirmed,405.06
11617,1,102,2024-06-30,2024-07-24,2024-07-25,confirmed,141.33
11618,8,801,2024-06-23,2024-07-10,2024-07-13,confirmed,1169.58
11619,1,102,2024-05-03,2024-08-18,2024-08-21,confirmed,140.76
11620,1,102,2024-06-18,2024-07-19,2024-07-21,confirmed,538.02
11621,5,501,2024-06-19,2024-07-22,2024-07-29,confirmed,395.31
11622,8,801,2024-06-29,2024-07-12,2024-07-19,confirmed,263.04
11623,3,301,2024-05-08,2024-08-13,2024-08-15,confirmed,1436.48
11624,3,302,2024-06-23,2024-07-22,2024-07-24,confirmed,500.66
11625,3,301,2024-05-10,2024-07-24,2024-07-30,confirmed,991.04
11626,5,501,2024-05-10,2024-08-09,2024-08-13,cancelled,201.8
11627,5,501,2024-06-21,2024-07-09,2024-07-16,confirmed,1000.67
11628,3,302,2024-05-17,2024-07-24,2024-07-27,confirmed,1760.64
11629,7,701,2024-06-15,2024-07-03,2024-07-10,confirmed,413.36
11630,8,801,2024-05-27,2024-07-19,2024-07-26,confirmed,512.66
11631,1,102,2024-05-21,2024-08-20,2024-08-23,cancelled,1546.07
11632,3,302,2024-05-24,2024-08-01,2024-08-03,cancelled,1431.78
11633,3,301,2024-05-11,2024-08-12,2024-08-17,confirmed,959.73
11634,10,1001,2024-05-13,2024-08-11,2024-08-18,confirmed,942.59
11635,8,801,2024-06-01,2024-07-12,2024-07-15,confirmed,988.56
11636,8,801,2024-05-31,2024-08-15,2024-08-19,confirmed,1083.83
11637,2,201,2024-05-21,2024-08-20,2024-08-25,confirmed,444.31
11638,8,801,2024-05-04,2024-07-13,2024-07-17,cancelled,766.99
11639,4,401,2024-06-11,2024-07-28,2024-08-01,confirmed,1689.7
11640,1,101,2024-06-07,2024-07-17,2024-07-22,confirmed,1375.27
11641,1,102,2024-06-12,2024-07-29,2024-08-03,confirmed,1088.58
11642,3,301,2024-06-01,2024-08-02,2024-08-07,confirmed,861.47
11643,8,801,2024-06-03,2024-07-27,2024-07-30,cancelled,632.1
11644,3,302,2024-06-06,2024-07-02,2024-07-04,confirmed,544.22
11645,1,102,2024-06-26,2024-07-23,2024-07-24,confirmed,948.02
11646,3,301,2024-05-27,2024-08-11,2024-08-12,cancelled,1674.5
11647,6,601,2024-06-24,2024-07-08,2024-07-09,confirmed,1023.7
11648,1,101,2024-06-09,2024-07-13,2024-07-19,confirmed,607.64
11649,7,701,2024-05-09,2024-08-19,2024-08-25,cancelled,416.0
11650,3,302,2024-05-23,2024-07-09,2024-07-16,cancelled,1355.09
11651,1,102,2024-05-03,2024-07-17,2024-07-18,cancelled,571.96
11652,7,701,2024-06-08,2024-08-20,2024-08-24,cancelled,1495.38
11653,5,501,2024-05-13,2024-08-11,2024-08-12,confirmed,966.63
11654,8,801,2024-05-13,2024-07-10,2024-07-17,confirmed,478.04
11655,4,401,2024-05-14,2024-07-14,2024-07-18,confirmed,1093.78
11656,3,302,2024-05-26,2024-08-18,2024-08-22,cancelled,879.0
11657,1,101,2024-05-11,2024-07-06,2024-07-09,cancelled,823.24
11658,3,301,2024-05-17,2024-07-27,2024-07-29,confirmed,1548.53
11659,10,1001,2024-06-29,2024-07-24,2024-07-26,confirmed,309.47
11660,7,701,2024-05-14,2024-07-01,2024-07-05,cancelled,1516.65
11661,2,201,2024-06-09,2024-07-15,2024-07-19,confirmed,1376.99
11662,3,302,2024-05-13,2024-08-19,2024-08-25,confirmed,647.6
11663,3,302,2024-06-29,2024-08-06,2024-08-13,confirmed,327.92
11664,5,501,2024-06-09,2024-08-06,2024-08-12,cancelled,1652.52
11665,2,201,2024-05-25,2024-07-26,2024-07-30,confirmed,757.99
11666,7,701,2024-05-27,2024-07-25,2024-07-27,confirmed,652.32
11667,3,301,2024-06-02,2024-08-10,2024-08-13,confirmed,268.38
11668,10,1001,2024-05-26,2024-07-12,2024-07-13,cancelled,1121.75
11669,3,301,2024-06-29,2024-07-12,2024-07-14,confirmed,1736.72
11670,8,801,2024-06-12,2024-07-14,2024-07-16,confirmed,986.72
11671,3,301,2024-06-01,2024-07-04,2024-07-07,confirmed,383.82
11672,1,101,2024-05-06,2024-07-27,2024-07-31,confirmed,279.37
11673,1,101,2024-05-27,2024-07-27,2024-07-31,cancelled,755.18
11674,6,601,2024-05-04,2024-07-14,2024-07-16,cancelled,619.68
11675,1,102,2024-05-09,2024-08-15,2024-08-21,confirmed,1122.34
11676,3,302,2024-06-11,2024-08-07,2024-08-09,confirmed,1261.07
11677,7,701,2024-06-13,2024-07-13,2024-07-14,cancelled,852.2
11678,1,102,2024-05-09,2024-07-26,2024-07-31,cancelled,989.21
11679,8,801,2024-05-03,2024-08-06,2024-08-10,confirmed,1075.19
11680,3,302,2024-05-14,2024-07-06,2024-07-09,confirmed,1661.31
11681,1,102,2024-06-08,2024-08-14,2024-08-21,confirmed,598.64
11682,5,501,2024-05-22,2024-07-12,2024-07-16,confirmed,1628.94
11683,1,102,2024-05-15,2024-07-28,2024-08-01,confirmed,1217.03
11684,2,201,2024-05-17,2024-08-06,2024-08-07,confirmed,1707.13
11685,1,102,2024-06-15,2024-07-11,2024-07-14,cancelled,1009.53
11686,10,1001,2024-05-19,2024-07-05,2024-07-11,cancelled,1632.82
11687,1,101,2024-05-03,2024-08-01,2024-08-05,cancelled,1035.33
11688,10,1001,2024-06-07,2024-07-05,2024-07-12,confirmed,1400.78
11689,10,1001,2024-06-10,2024-07-27,2024-07-31,confirmed,444.61
11690,10,1001,2024-06-28,2024-07-30,2024-07-31,confirmed,1277.57
11691,9,901,2024-05-14,2024-07-30,2024-08-03,confirmed,772.87
11692,8,801,2024-06-18,2024-07-26,2024-07-27,confirmed,286.11
11693,1,101,2024-05-03,2024-07-09,2024-07-12,confirmed,883.86
11694,3,302,2024-06-01,2024-07-05,2024-07-06,confirmed,504.32
11695,9,901,2024-06-02,2024-07-09,2024-07-13,cancelled,1529.07
11696,9,901,2024-06-20,2024-07-02,2024-07-07,confirmed,592.99
11697,5,501,2024-05-27,2024-08-17,2024-08-21,confirmed,1238.08
11698,7,701,2024-06-30,2024-08-13,2024-08-16,confirmed,702.33
11699,3,302,2024-06-17,2024-08-15,2024-08-16,cancelled,1000.23
11700,7,701,2024-06-02,2024-08-14,2024-08-15,cancelled,1477.69
11701,10,1001,2024-05-20,2024-08-12,2024-08-18,confirmed,265.78
11702,5,501,2024-05-17,2024-07-20,2024-07-24,confirmed,97.98
11703,1,101,2024-05-12,2024-07-25,2024-08-01,confirmed,516.99
11704,5,501,2024-05-03,2024-07-16,2024-07-18,confirmed,811.08
11705,1,101,2024-06-30,2024-07-22,2024-07-29,confirmed,1233.9
11706,1,102,2024-06-16,2024-07-07,2024-07-14,cancelled,1225.63
11707,10,1001,2024-05-15,2024-07-11,2024-07-12,confirmed,274.14
11708,2,201,2024-06-10,2024-07-21,2024-07-26,confirmed,1158.19
11709,6,601,2024-05-02,2024-08-04,2024-08-08,cancelled,296.57
11710,3,302,2024-06-17,2024-07-07,2024-07-10,confirmed,115.64
11711,10,1001,2024-05-20,2024-07-21,2024-07-22,confirmed,874.51
11712,10,1001,2024-06-26,2024-08-12,2024-08-19,confirmed,1156.89
11713,8,801,2024-06-28,2024-07-05,2024-07-07,confirmed,1402.5
11714,1,102,2024-05-30,2024-07-07,2024-07-13,confirmed,1783.81
11715,3,302,2024-05-07,2024-08-06,2024-08-08,confirmed,252.01
11716,1,101,2024-06-10,2024-08-10,2024-08-16,confirmed,1670.99
11717,1,101,2024-05-12,2024-08-14,2024-08-16,confirmed,1176.45
11718,3,301,2024-05-05,2024-08-14,2024-08-17,cancelled,1229.49
11719,2,201,2024-06-26,2024-07-22,2024-07-23,confirmed,1090.41
11720,10,1001,2024-06-06,2024-08-02,2024-08-08,cancelled,950.85
11721,3,301,2024-05-16,2024-07-01,2024-07-03,confirmed,1387.79
11722,3,301,2024-06-23,2024-07-20,2024-07-22,cancelled,1384.89
11723,1,102,2024-05-22,2024-07-06,2024-07-07,confirmed,942.82
11724,8,801,2024-06-18,2024-07-10,2024-07-14,confirmed,154.82
11725,6,601,2024-05-02,2024-08-16,2024-08-21,cancelled,848.77
11726,3,302,2024-05-05,2024-07-22,2024-07-24,confirmed,1190.56
11727,3,302,2024-05-13,2024-07-03,2024-07-08,cancelled,799.47
11728,5,501,2024-05-09,2024-07-19,2024-07-26,confirmed,1538.26
11729,3,302,2024-06-09,2024-07-22,2024-07-24,confirmed,182.47
11730,1,102,2024-05-03,2024-08-12,2024-08-14,cancelled,1280.64
11731,8,801,2024-06-16,2024-08-08,2024-08-15,confirmed,640.0
11732,3,302,2024-06-02,2024-08-10,2024-08-11,confirmed,930.71
11733,1,101,2024-06-18,2024-07-04,2024-07-10,cancelled,1694.45
11734,3,302,2024-06-22,2024-07-06,2024-07-08,confirmed,1511.39
11735,7,701,2024-05-02,2024-07-14,2024-07-16,confirmed,818.87
11736,10,1001,2024-06-01,2024-07-20,2024-07-22,cancelled,508.82
11737,10,1001,2024-06-19,2024-08-08,2024-08-10,confirmed,1075.68
11738,3,302,2024-05-21,2024-07-13,2024-07-16,cancelled,912.8
11739,3,301,2024-06-07,2024-07-26,2024-07-30,confirmed,844.75
11740,4,401,2024-05-29,2024-08-09,2024-08-15,confirmed,356.55
11741,5,501,2024-05-11,2024-07-31,2024-08-01,cancelled,820.85
11742,1,102,2024-06-25,2024-08-18,2024-08-21,confirmed,351.29
11743,8,801,2024-05-15,2024-07-12,2024-07-15,confirmed,613.0
11744,3,301,2024-06-12,2024-07-25,2024-07-30,confirmed,213.02
11745,1,102,2024-06-22,2024-08-15,2024-08-19,confirmed,1656.59
11746,10,1001,2024-06-30,2024-07-01,2024-07-08,confirmed,1330.34
11747,5,501,2024-05-30,2024-07-26,2024-07-30,cancelled,1749.54
11748,4,401,2024-06-07,2024-07-25,2024-07-29,confirmed,1778.66
11749,6,601,2024-06-26,2024-07-27,2024-07-28,cancelled,302.86
11750,5,501,2024-05-02,2024-08-06,2024-08-08,confirmed,836.07
11751,7,701,2024-06-14,2024-08-19,2024-08-26,cancelled,961.43
11752,9,901,2024-05-30,2024-08-10,2024-08-16,confirmed,188.67
11753,3,301,2024-06-06,2024-07-28,2024-08-03,confirmed,906.91
11754,3,302,2024-05-03,2024-07-24,2024-07-30,confirmed,138.32
11755,1,102,2024-05-19,2024-08-11,2024-08-13,confirmed,868.86
11756,9,901,2024-05-18,2024-07-10,2024-07-13,confirmed,1078.96
11757,8,801,2024-05-19,2024-07-11,2024-07-12,confirmed,247.84
11758,2,201,2024-05-16,2024-07-25,2024-07-29,confirmed,1755.79
11759,8,801,2024-06-25,2024-08-03,2024-08-05,cancelled,373.56
11760,3,301,2024-06-03,2024-07-17,2024-07-23,confirmed,1744.74
11761,4,401,2024-05-19,2024-07-25,2024-07-30,confirmed,793.85
11762,9,901,2024-05-05,2024-08-16,2024-08-23,confirmed,1177.87
11763,1,102,2024-05-12,2024-07-23,2024-07-30,confirmed,1370.33
11764,1,101,2024-05-02,2024-08-17,2024-08-21,confirmed,100.98
11765,7,701,2024-06-20,2024-08-01,2024-08-02,confirmed,1413.1
11766,4,401,2024-06-04,2024-08-03,2024-08-07,confirmed,1343.5
11767,3,302,2024-06-20,2024-07-12,2024-07-15,confirmed,319.71
11768,3,302,2024-05-30,2024-07-12,2024-07-17,cancelled,860.63
11769,8,801,2024-05-09,2024-07-14,2024-07-16,confirmed,1372.36
11770,2,201,2024-05-10,2024-08-18,2024-08-20,confirmed,1632.89
11771,2,201,2024-06-04,2024-07-29,2024-08-04,cancelled,276.72
11772,1,102,2024-05-21,2024-07-11,2024-07-12,confirmed,735.92
11773,5,501,2024-06-13,2024-07-05,2024-07-08,confirmed,491.47
11774,8,801,2024-05-30,2024-08-13,2024-08-20,confirmed,194.41
11775,10,1001,2024-05-13,2024-07-01,2024-07-07,confirmed,1778.83
11776,3,302,2024-06-24,2024-07-14,2024-07-19,cancelled,732.39
11777,4,401,2024-05-28,2024-08-18,2024-08-21,cancelled,899.23
11778,10,1001,2024-06-09,2024-08-08,2024-08-12,confirmed,1255.98
11779,3,302,2024-06-09,2024-07-21,2024-07-28,confirmed,707.67
11780,8,801,2024-06-05,2024-07-25,2024-07-30,confirmed,698.81
11781,4,401,2024-06-09,2024-07-07,2024-07-08,confirmed,1284.11
11782,5,501,2024-05-15,2024-07-09,2024-07-10,confirmed,1576.0
11783,3,302,2024-06-13,2024-08-14,2024-08-21,cancelled,720.02
11784,10,1001,2024-05-22,2024-08-13,2024-08-19,cancelled,970.5
11785,4,401,2024-05-19,2024-07-13,2024-07-14,cancelled,1727.41
11786,3,302,2024-05-09,2024-07-21,2024-07-22,confirmed,1583.57
11787,10,1001,2024-05-10,2024-08-17,2024-08-20,confirmed,489.39
11788,4,401,2024-05-30,2024-07-26,2024-08-01,confirmed,229.14
11789,2,201,2024-06-03,2024-07-31,2024-08-06,cancelled,1637.9
11790,10,1001,2024-05-15,2024-07-25,2024-07-28,confirmed,1307.42
11791,1,101,2024-05-06,2024-08-03,2024-08-08,cancelled,1315.5
11792,4,401,2024-06-28,2024-07-09,2024-07-13,cancelled,605.31
11793,8,801,2024-05-18,2024-08-05,2024-08-12,confirmed,1622.86
11794,5,501,2024-06-23,2024-07-31,2024-08-06,confirmed,506.14
11795,6,601,2024-06-20,2024-08-18,2024-08-24,confirmed,270.35
11796,8,801,2024-05-16,2024-07-02,2024-07-04,cancelled,648.32
11797,1,102,2024-06-06,2024-08-19,2024-08-22,confirmed,530.54
11798,8,801,2024-05-31,2024-08-12,2024-08-13,confirmed,1667.88
11799,4,401,2024-05-21,2024-08-16,2024-08-20,confirmed,1272.95
11800,3,302,2024-05-06,2024-07-15,2024-07-20,cancelled,1117.16
11801,8,801,2024-05-20,2024-07-22,2024-07-26,cancelled,1360.47
11802,6,601,2024-05-15,2024-07-25,2024-07-31,confirmed,1050.85
11803,3,301,2024-05-07,2024-07-28,2024-08-04,confirmed,533.05
11804,1,101,2024-06-12,2024-07-06,2024-07-07,confirmed,1356.39
11805,4,401,2024-05-02,2024-07-13,2024-07-19,cancelled,1069.55
11806,7,701,2024-06-22,2024-07-21,2024-07-25,confirmed,92.87
11807,3,302,2024-06-27,2024-08-07,2024-08-12,confirmed,753.73
11808,8,801,2024-06-03,2024-07-21,2024-07-28,confirmed,1251.61
11809,5,501,2024-05-11,2024-07-09,2024-07-14,confirmed,1100.23
11810,5,501,2024-06-24,2024-07-26,2024-07-27,confirmed,877.63
11811,3,302,2024-06-21,2024-07-19,2024-07-26,confirmed,1252.77
11812,10,1001,2024-06-21,2024-08-08,2024-08-11,confirmed,1227.75
11813,2,201,2024-05-10,2024-08-14,2024-08-15,confirmed,618.2
11814,1,102,2024-05-17,2024-07-08,2024-07-11,cancelled,1298.15
11815,9,901,2024-05-31,2024-08-10,2024-08-17,confirmed,588.46
11816,10,1001,2024-06-06,2024-07-04,2024-07-11,confirmed,1505.68
11817,7,701,2024-06-17,2024-08-16,2024-08-23,confirmed,1348.09
11818,3,301,2024-05-02,2024-08-19,2024-08-21,cancelled,1333.85
11819,3,302,2024-06-11,2024-08-12,2024-08-19,confirmed,126.88
11820,3,302,2024-06-05,2024-07-22,2024-07-26,confirmed,1783.44
11821,10,1001,2024-05-13,2024-07-26,2024-07-30,confirmed,1332.75
11822,2,201,2024-06-12,2024-08-14,2024-08-16,confirmed,1027.1
11823,3,301,2024-06-24,2024-07-09,2024-07-12,cancelled,1082.46
11824,9,901,2024-05-10,2024-07-04,2024-07-11,cancelled,609.97
11825,4,401,2024-05-20,2024-07-11,2024-07-16,confirmed,1280.08
11826,1,101,2024-06-12,2024-07-10,2024-07-12,confirmed,1369.73
11827,1,102,2024-05-14,2024-08-11,2024-08-12,confirmed,1554.0
11828,7,701,2024-06-24,2024-08-13,2024-08-20,cancelled,342.41
11829,1,102,2024-06-03,2024-08-13,2024-08-20,confirmed,186.33
11830,5,501,2024-06-08,2024-07-31,2024-08-02,cancelled,290.66
11831,3,301,2024-05-29,2024-08-11,2024-08-14,confirmed,1748.23
11832,5,501,2024-05-21,2024-08-16,2024-08-20,confirmed,293.15
11833,6,601,2024-06-05,2024-08-01,2024-08-04,confirmed,1722.29
11834,8,801,2024-05-20,2024-08-17,2024-08-21,cancelled,1784.89
11835,1,102,2024-05-19,2024-08-12,2024-08-13,cancelled,1568.97
11836,10,1001,2024-05-20,2024-07-25,2024-07-28,confirmed,851.15
11837,3,301,2024-06-30,2024-07-08,2024-07-09,confirmed,926.56
11838,6,601,2024-05-19,2024-08-02,2024-08-04,confirmed,1069.8
11839,4,401,2024-05-25,2024-07-31,2024-08-03,confirmed,251.69
11840,5,501,2024-05-24,2024-07-12,2024-07-16,confirmed,1192.26
11841,7,701,2024-06-03,2024-07-20,2024-07-25,confirmed,646.14
11842,9,901,2024-05-16,2024-08-20,2024-08-25,confirmed,1480.0
11843,1,102,2024-06-29,2024-07-26,2024-07-31,cancelled,1429.74
11844,1,102,2024-05-28,2024-08-01,2024-08-02,confirmed,1089.87
11845,1,101,2024-05-16,2024-08-20,2024-08-26,confirmed,1377.61
11846,6,601,2024-05-19,2024-07-08,2024-07-10,cancelled,1278.82
11847,7,701,2024-06-30,2024-08-05,2024-08-09,cancelled,300.41
11848,7,701,2024-06-22,2024-08-06,2024-08-08,confirmed,240.17
11849,6,601,2024-06-14,2024-08-18,2024-08-19,confirmed,303.27
11850,7,701,2024-06-11,2024-07-24,2024-07-29,confirmed,1760.85
11851,6,601,2024-05-19,2024-07-01,2024-07-03,confirmed,1708.03
11852,3,302,2024-05-28,2024-08-20,2024-08-23,confirmed,850.81
11853,9,901,2024-05-25,2024-08-01,2024-08-07,confirmed,1647.44
11854,1,101,2024-06-08,2024-08-08,2024-08-13,confirmed,1266.36
11855,10,1001,2024-05-19,2024-07-03,2024-07-05,confirmed,332.25
11856,5,501,2024-05-07,2024-07-14,2024-07-16,confirmed,459.43
11857,8,801,2024-06-08,2024-07-18,2024-07-20,cancelled,811.65
11858,7,701,2024-05-26,2024-07-17,2024-07-20,confirmed,1635.26
11859,1,101,2024-06-05,2024-07-30,2024-07-31,cancelled,1246.86
11860,4,401,2024-05-17,2024-07-10,2024-07-15,confirmed,1166.56
11861,1,101,2024-06-13,2024-08-10,2024-08-16,confirmed,1311.7
11862,7,701,2024-05-25,2024-08-12,2024-08-18,cancelled,1124.46
11863,1,102,2024-06-04,2024-07-10,2024-07-13,cancelled,831.5
11864,1,102,2024-06-29,2024-08-08,2024-08-10,confirmed,303.1
11865,3,301,2024-06-23,2024-08-13,2024-08-18,confirmed,653.2
11866,3,301,2024-06-25,2024-07-24,2024-07-27,cancelled,340.22
11867,3,302,2024-05-10,2024-07-15,2024-07-18,confirmed,734.94
11868,9,901,2024-06-16,2024-07-25,2024-07-26,cancelled,301.19
11869,2,201,2024-05-28,2024-08-16,2024-08-19,confirmed,1469.62
11870,1,102,2024-06-24,2024-08-03,2024-08-06,confirmed,1569.83
11871,10,1001,2024-05-26,2024-07-18,2024-07-23,confirmed,172.02
11872,3,302,2024-06-10,2024-08-18,2024-08-22,confirmed,1468.41
11873,8,801,2024-05-18,2024-08-20,2024-08-25,confirmed,1598.26
11874,7,701,2024-06-05,2024-07-31,2024-08-05,confirmed,106.24
11875,3,302,2024-05-29,2024-08-15,2024-08-17,confirmed,333.97
11876,1,102,2024-05-25,2024-08-17,2024-08-20,confirmed,1330.47
11877,10,1001,2024-06-07,2024-08-15,2024-08-22,confirmed,1130.88
11878,10,1001,2024-05-16,2024-07-30,2024-08-01,confirmed,695.34
11879,2,201,2024-06-01,2024-08-02,2024-08-05,confirmed,821.48
11880,10,1001,2024-05-16,2024-07-15,2024-07-18,confirmed,238.67
11881,2,201,2024-06-11,2024-07-27,2024-08-03,confirmed,244.14
11882,1,102,2024-06-25,2024-07-05,2024-07-11,confirmed,250.11
11883,2,201,2024-05-25,2024-07-04,2024-07-05,cancelled,1037.61
11884,7,701,2024-05-30,2024-07-01,2024-07-05,confirmed,1684.47
11885,6,601,2024-06-22,2024-07-31,2024-08-04,confirmed,1796.5
11886,1,102,2024-05-05,2024-08-04,2024-08-10,confirmed,113.77
